categoria,url
PAPER,http://arxiv.org/abs/1711.01434v3
PAPER,http://arxiv.org/abs/2005.00625v3
PAPER,http://arxiv.org/abs/1911.02013v1
PAPER,http://arxiv.org/abs/1601.01771v1
PAPER,http://arxiv.org/abs/2508.02552v1
PAPER,http://arxiv.org/abs/2305.02496v1
PAPER,http://arxiv.org/abs/1508.04900v3
PAPER,https://arxiv.org/abs/1908.10679
PAPER,http://arxiv.org/abs/1309.0806v1
PAPER,http://arxiv.org/abs/1607.05974v1
PAPER,http://arxiv.org/abs/2506.19871v1
PAPER,http://arxiv.org/abs/2312.00904v2
PAPER,http://arxiv.org/abs/2509.23712v2
PAPER,http://arxiv.org/abs/1302.3001v5
PAPER,http://arxiv.org/abs/1105.2414v1
PAPER,http://arxiv.org/abs/2105.05338v1
PAPER,http://arxiv.org/abs/2503.20786v1
PAPER,http://arxiv.org/abs/2011.03695v3
PAPER,http://arxiv.org/abs/1503.02237v1
PAPER,http://arxiv.org/abs/1511.00740v1
PAPER,http://arxiv.org/abs/2502.08728v2
PAPER,http://arxiv.org/abs/2309.01127v1
PAPER,http://arxiv.org/abs/2507.04426v1
PAPER,http://arxiv.org/abs/2503.01556v1
PAPER,http://arxiv.org/abs/2009.06365v1
PAPER,http://arxiv.org/abs/2509.12262v1
PAPER,http://arxiv.org/abs/2101.02679v2
PAPER,http://arxiv.org/abs/2412.07027v1
PAPER,http://arxiv.org/abs/1911.13191v3
PAPER,http://arxiv.org/abs/2512.15720v1
PAPER,http://arxiv.org/abs/2501.02032v1
PAPER,http://arxiv.org/abs/1905.06247v1
PAPER,http://arxiv.org/abs/2107.01979v1
PAPER,http://arxiv.org/abs/1308.2362v1
PAPER,http://arxiv.org/abs/2507.09179v2
PAPER,http://arxiv.org/abs/2312.13896v1
PAPER,https://dl.acm.org/doi/pdf/10.1145/3340531.3412690
PAPER,http://arxiv.org/abs/2112.04236v1
PAPER,http://arxiv.org/abs/2106.14861v2
PAPER,http://arxiv.org/abs/2005.02474v1
PAPER,http://arxiv.org/abs/2303.06514v1
PAPER,http://arxiv.org/abs/2507.14706v1
PAPER,http://arxiv.org/abs/2409.18427v3
PAPER,http://arxiv.org/abs/2405.18236v2
PAPER,http://arxiv.org/abs/2106.08144v1
PAPER,http://arxiv.org/abs/2512.01237v1
PAPER,http://arxiv.org/abs/2201.10051v1
PAPER,http://arxiv.org/abs/2202.02579v1
PAPER,http://arxiv.org/abs/2107.13508v1
PAPER,http://arxiv.org/abs/2501.09239v1
PAPER,http://arxiv.org/abs/1408.3438v1
PAPER,http://arxiv.org/abs/2208.10943v1
PAPER,http://arxiv.org/abs/2312.14406v1
PAPER,http://arxiv.org/abs/2210.14631v1
PAPER,http://arxiv.org/abs/1908.00734v1
PAPER,https://ieeexplore.ieee.org/document/6785796
PAPER,http://arxiv.org/abs/2509.12512v1
PAPER,http://arxiv.org/abs/2407.06725v1
PAPER,http://arxiv.org/abs/2103.08436v1
PAPER,http://arxiv.org/abs/2102.13488v1
PAPER,http://arxiv.org/abs/2502.13171v1
PAPER,http://arxiv.org/abs/0908.0099v1
PAPER,http://arxiv.org/abs/2502.02290v1
PAPER,http://arxiv.org/abs/1710.03211v2
PAPER,https://dl.acm.org/citation.cfm?id=3316586
PAPER,http://arxiv.org/abs/1908.11708v1
PAPER,http://arxiv.org/abs/2107.10469v2
PAPER,https://arxiv.org/abs/2109.14155
PAPER,http://arxiv.org/abs/2504.21060v3
PAPER,http://arxiv.org/abs/2102.06039v1
PAPER,http://arxiv.org/abs/2111.05188v1
PAPER,http://arxiv.org/abs/2103.12411v1
PAPER,http://arxiv.org/abs/1807.00939v3
PAPER,http://arxiv.org/abs/2303.13204v1
PAPER,http://arxiv.org/abs/1611.06439v1
PAPER,http://arxiv.org/abs/2503.22681v1
PAPER,https://arxiv.org/abs/2205.13084
PAPER,http://arxiv.org/abs/2307.11085v1
PAPER,http://arxiv.org/abs/1502.02083v3
PAPER,http://arxiv.org/abs/2508.12641v1
PAPER,https://arxiv.org/abs/2302.10407
PAPER,http://arxiv.org/abs/2110.01171v1
PAPER,http://arxiv.org/abs/1811.08212v1
PAPER,http://arxiv.org/abs/2204.13054v1
PAPER,http://arxiv.org/abs/2302.13079v1
PAPER,http://arxiv.org/abs/2512.16037v1
PAPER,http://arxiv.org/abs/2006.10109v1
PAPER,http://arxiv.org/abs/2412.08082v2
PAPER,http://arxiv.org/abs/2311.17453v1
PAPER,http://arxiv.org/abs/2205.04626v1
PAPER,http://arxiv.org/abs/2411.19457v1
PAPER,http://arxiv.org/abs/2506.02703v3
PAPER,http://arxiv.org/abs/2412.14448v1
PAPER,http://arxiv.org/abs/1909.09511v6
PAPER,http://arxiv.org/abs/2309.13224v2
PAPER,http://arxiv.org/abs/1801.02796v2
PAPER,http://arxiv.org/abs/2303.14241v2
PAPER,http://arxiv.org/abs/0905.0220v1
PAPER,http://arxiv.org/abs/2406.03614v1
PAPER,http://arxiv.org/abs/2503.07253v2
PAPER,http://arxiv.org/abs/2403.18837v2
PAPER,http://arxiv.org/abs/1903.05496v1
PAPER,http://arxiv.org/abs/2203.06762v3
PAPER,http://arxiv.org/abs/2012.03754v1
PAPER,http://arxiv.org/abs/2412.19286v1
PAPER,https://arxiv.org/abs/2204.05265
PAPER,http://arxiv.org/abs/2104.09993v2
PAPER,http://arxiv.org/abs/2111.09395v1
PAPER,https://dl.acm.org/doi/abs/10.1145/3459637.3482277
DATASET,https://www.researchgate.net/publication/333060486_Think_Outside_the_Dataset_Finding_Fraudulent_Reviews_using_Cross-Dataset_Analysis
DATASET,https://github.com/philipperemy/financial-news-dataset
DATASET,https://blog.clevertap.com/how-to-remove-duplicates-in-large-datasets/
WHITEPAPER,https://pdfs.semanticscholar.org/2733/1f48c87736ea12b9edec062e384d3bd58f88.pdf
WHITEPAPER,https://pdfs.semanticscholar.org/0efe/8a145cc4d52e8769bb1d13142326a154624f.pdf
WHITEPAPER,http://www.www2015.it/documents/proceedings/proceedings/p1100.pdf
WHITEPAPER,https://cs.stanford.edu/~srijan/pubs/rev2-wsdm18.pdf
WHITEPAPER,https://www.andrew.cmu.edu/user/bhooi/papers/fraudar_kdd16.pdf
WHITEPAPER,http://www.szit.bme.hu/~gya/publications/KocsisGyorgy.pdf
WHITEPAPER,http://nshah.net/publications/FARE.DSAA.19.pdf
WHITEPAPER,https://papers.nips.cc/paper/1505-call-based-fraud-detection-in-mobile-communication-networks-using-a-hierarchical-regime-switching-model.pdf
WHITEPAPER,http://static.googleusercontent.com/media/research.google.com/en//pubs/archive/37752.pdf
WHITEPAPER,http://www.cs.cmu.edu/~christos/PUBLICATIONS/netprobe-www07.pdf
WHITEPAPER,http://www.meng-jiang.com/pubs/earlyfraud-dlg20/earlyfraud-dlg20-paper.pdf
WHITEPAPER,https://pdfs.semanticscholar.org/6e19/3366945bf3bd72d5ba906e3982ac4d8ae874.pdf
WHITEPAPER,http://dm.ustc.edu.cn/zhu-cikm13.pdf
WHITEPAPER,http://static.googleusercontent.com/media/research.google.com/en//archive/gfs-sosp2003.pdf
WHITEPAPER,http://repository.ncku.edu.tw/bitstream/987654321/166322/1/4010204000-000004_1.pdf
WHITEPAPER,https://www.andrew.cmu.edu/user/lakoglu/pubs/15-kdd-collectiveopinionspam.pdf
WHITEPAPER,http://www.public.asu.edu/~hdavulcu/SDM17.pdf
WHITEPAPER,http://chbrown.github.io/kdd-2013-usb/kdd/p1240.pdf
WHITEPAPER,http://gotocon.com/dl/goto-berlin-2013/slides/SteveFreeman_TestDrivenDevelopmentThatsNotWhatWeMeant.pdf
WHITEPAPER,https://www.ijcai.org/Proceedings/15/Papers/341.pdf
WHITEPAPER,http://www.cs.cmu.edu/~dchau/papers/auction_fraud_pkdd06.pdf
WHITEPAPER,https://static.googleusercontent.com/media/research.google.com/en//archive/bigtable-osdi06.pdf
WHITEPAPER,http://www.gatsby.ucl.ac.uk/~chuwei/paper/p2501-zhang.pdf
WHITEPAPER,https://www.akkadia.org/drepper/cpumemory.pdf
WHITEPAPER,https://dataprivacylab.org/dataprivacy/projects/idangel/paper1.pdf
WHITEPAPER,http://www.vldb.org/pvldb/vol10/p625-eswaran.pdf
WHITEPAPER,https://www.securitee.org/files/tss_www2018.pdf
WHITEPAPER,https://www.ijcai.org/proceedings/2017/0541.pdf
WHITEPAPER,http://mason.gmu.edu/~lzhao9/materials/papers/lp0110-zhangA.pdf
WHITEPAPER,https://github.com/realbeeed/Liberty-House-Club-Whitepaper
WHITEPAPER,https://www.cs.cmu.edu/~abeutel/kdd2015_tutorial/tutorial.pdf
WHITEPAPER,https://ponderly.github.io/pub/AOGNN_WWW2022.pdf
WHITEPAPER,https://github.com/peacockbsc/whitepaper
WHITEPAPER,https://github.com/jwasham/coding-interview-university/blob/main/extras/cheat%20sheets/bits-cheat-sheet.pdf
WHITEPAPER,http://www.vldb.org/pvldb/vol11/p1876-qiu.pdf
WHITEPAPER,https://pages.cs.wisc.edu/~zuyu/files/fallacies.pdf
WHITEPAPER,https://faculty.uoit.ca/fletcherlu/LuECML05.pdf
WHITEPAPER,https://shenghua-liu.github.io/papers/pkdd2019-catchcore.pdf
WHITEPAPER,https://www.ijcai.org/Proceedings/2020/0636.pdf
WHITEPAPER,http://www.chennaisunday.com/Java%202012%20Base%20Paper/Online%20Modeling%20of%20Proactive%20Moderation%20System%20for%20Auction%20Fraud%20Detection.pdf
WHITEPAPER,https://www.cs.cmu.edu/~scandal/papers/treaps-spaa98.pdf
WHITEPAPER,https://cs.nju.edu.cn/liyf/paper/icdm20-hmgnn.pdf
WHITEPAPER,https://aaai.org/Papers/AAAI/2020GB/AISI-ChengD.87.pdf
WHITEPAPER,https://www.ntu.edu.sg/home/boan/papers/WWW19.pdf
WHITEPAPER,https://shenghua-liu.github.io/papers/tkde2019-constrastsusp_holoscope.pdf
WHITEPAPER,https://pdfs.semanticscholar.org/9124/b61d48b7e52008c7fd5fac1b7eac38474581.pdf
WHITEPAPER,http://www.mlgworkshop.org/2016/paper/MLG2016_paper_12.pdf
WHITEPAPER,http://spinroot.com/courses/summer/Papers/hoare_1978.pdf
WHITEPAPER,http://s3.amazonaws.com/AllThingsDistributed/sosp/amazon-dynamo-sosp2007.pdf
WHITEPAPER,https://www.cs.purdue.edu/homes/neville/papers/neville-et-al-kdd2005.pdf
WHITEPAPER,https://www.andrew.cmu.edu/user/lakoglu/wsdm13/13-wsdm-tutorial.pdf
WHITEPAPER,https://www.ijcai.org/Proceedings/11/Papers/255.pdf
WHITEPAPER,https://pdfs.semanticscholar.org/1ea7/125b789ef938bffe10c7588e6b071c4ff73c.pdf
WHITEPAPER,http://ijcai13.org/files/tutorial_slides/td3.pdf
WHITEPAPER,https://research.google.com/archive/chubby-osdi06.pdf
WHITEPAPER,http://ccr.sigcomm.org/online/files/p83-keshavA.pdf
WHITEPAPER,http://static.googleusercontent.com/media/research.google.com/en//archive/spanner-osdi2012.pdf
WHITEPAPER,https://www.ijcai.org/proceedings/2018/0548.pdf
WHITEPAPER,https://pdfs.semanticscholar.org/9241/ef2a2f6638eafeffd0056736c0f46f9aa083.pdf
WHITEPAPER,http://www.oliviercaelen.be/doc/GBSSCCFDS.pdf
WHITEPAPER,https://shenghua-liu.github.io/papers/pakdd2019-eigenpulse.pdf
WHITEPAPER,https://gangw.cs.illinois.edu/www22-bot.pdf
WHITEPAPER,http://www.meng-jiang.com/pubs/gal-cikm20/gal-cikm20-paper.pdf
WHITEPAPER,https://www.andrew.cmu.edu/user/bhooi/papers/birdnest_sdm16.pdf
WHITEPAPER,https://www.kdd.org/kdd2018/accepted-papers/view/tax-fraud-detection-for-under-reporting-declarations-using-an-unsupervised-
WHITEPAPER,http://proceedings.mlr.press/v71/ki18a/ki18a.pdf
WHITEPAPER,http://static.googleusercontent.com/media/research.google.com/en//archive/mapreduce-osdi04.pdf
WHITEPAPER,http://static.googleusercontent.com/media/research.google.com/en//pubs/archive/43835.pdf
WHITEPAPER,https://github.com/jwasham/coding-interview-university/blob/main/extras/cheat%20sheets/system-design.pdf
WHITEPAPER,https://www.cs.cmu.edu/~odonnell/hits09/gentry-homomorphic-encryption.pdf
WHITEPAPER,https://pdfs.semanticscholar.org/27af/c9ec453ae0cf9e55f4032ff688cb70c2a61e.pdf
WHITEPAPER,http://homepages.math.uic.edu/~leon/cs-mcs401-s08/handouts/stability.pdf
WHITEPAPER,http://www.oliviercaelen.be/doc/IEAAIE_2017_Finalversion-PDF_39.pdf
WHITEPAPER,http://www2.engr.arizona.edu/~pgsangam/gabbur_kdd_11.pdf
WHITEPAPER,https://shenghua-liu.github.io/papers/aaai2020cr-flowscope.pdf
WHITEPAPER,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-046j-design-and-analysis-of-algorithms-spring-2012/lecture-notes/MIT6_046JS12_lec15.pdf
WHITEPAPER,https://www.xiangshengcloud.top/publication/semi-supervised-credit-card-fraud-detection-via-attribute-driven-graph-representation/Sheng-AAAI2023.pdf
WHITEPAPER,http://static.googleusercontent.com/media/research.google.com/en//pubs/archive/43790.pdf
WHITEPAPER,https://pdfs.semanticscholar.org/29b3/e330e0045e5da71cc1d333bed24b7a4670f8.pdf
WHITEPAPER,http://wwwconference.org/proceedings/www2014/proceedings/p1.pdf
WHITEPAPER,https://gcatnjust.github.io/ChenGong/paper/zhang_cikm21.pdf
WHITEPAPER,http://proceedings.mlr.press/v71/ram18a/ram18a.pdf
WHITEPAPER,https://seondong.github.io/assets/papers/2020_KDD_DATE.pdf
WHITEPAPER,https://static.googleusercontent.com/media/research.google.com/en//pubs/archive/44686.pdf
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(41
TECH,https://github.com/jwasham/coding-interview-university/issues/106
TECH,https://github.com/RobinsonGarcia/delta-hedging
TECH,https://github.com/ricequant/rqalpha
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(10
TECH,https://github.com/papers-we-love/papers-we-love/wiki/Creating-a-PWL-chapter
TECH,https://github.com/Medha11/Twitter-Trends
TECH,https://github.com/yacoubb/stock-trading-ml
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(16
TECH,https://github.com/svjack/tableQA-Chinese
TECH,https://github.com/achillesrasquinha/bulbea
TECH,https://github.com/felipessalvatore/fin2vec/blob/master/src/Commodity2BR.ipynb
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(17
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(43
TECH,https://github.com/sadighian/crypto-rl
TECH,https://github.com/ishank011/gs-quantify-bond-prediction
TECH,https://github.com/filangel/qtrader
TECH,https://github.com/rstudio-education/datascience-box
TECH,https://github.com/prakhar1989/awesome-courses
TECH,https://github.com/xiewenya
TECH,https://github.com/Gustrigos/Eigen-Portfolio
TECH,https://github.com/ZacharyHampton/HomeHarvest
TECH,https://github.com/kuleshov/cornell-cs5785-applied-ml
TECH,https://github.com/tensortrade-org/tensortrade
TECH,https://github.com/jwasham/coding-interview-university/issues/166
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(39
TECH,https://github.com/Ceruleanacg/Personae
TECH,https://github.com/firmai/financial-machine-learning/wiki/fixed_income
TECH,https://github.com/cbailes/awesome-deep-trading
TECH,https://github.com/jindaxiang/akshare
TECH,https://github.com/hy-lei/math-finance-exercise
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(12
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(13
TECH,https://github.com/boredbird/woe
TECH,https://github.com/WenjieDu/PyPOTS
TECH,https://github.com/botupdate/botupdate
TECH,https://github.com/VivekPa/IntroNeuralNetworks
TECH,https://github.com/lamres/hmm_market_behavior
TECH,https://github.com/ninja-quant/ninjabook
TECH,https://github.com/saeed349/Microservices-Based-Algorithmic-Trading-System
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(22
TECH,https://github.com/jwasham/coding-interview-university/issues/156
TECH,https://github.com/DaveSkender/Stock.Indicators
TECH,https://github.com/PHBS/2018.M1.ASP/tree/master/py
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(34
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(6
TECH,https://github.com/schneems/Octave
TECH,https://github.com/judopro/Stock_Support_Resistance_ML
TECH,https://github.com/SimonWesterlindVPD/AnomalyDetectionOnRisk
TECH,https://godoc.org/github.com/thomas11/csp
TECH,https://github.com/notadamking/RLTrader
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(19
TECH,https://github.com/papers-we-love/papers-we-love/blob/master/.github/CONTRIBUTING.md
TECH,https://github.com/lakshmiDRIP/DROP-Fixed-Income
TECH,https://github.com/SeanMcOwen/FinanceAndPython.com-ClusteringIndustries
TECH,https://github.com/jwasham/coding-interview-university/issues/118
TECH,https://github.com/RobinsonGarcia/fixed-income/blob/master/2.0%20Vasicek%20-%20example.ipynb
TECH,https://github.com/benedekrozemberczki/awesome-fraud-detection-papers/blob/master/LICENSE
TECH,https://github.com/icoxfog417/awesome-financial-nlp
TECH,https://github.com/jwasham/computer-science-flash-cards/blob/main/cards-jwasham-extreme.db
TECH,https://github.com/tngaspar/factor-risk-parity
TECH,https://github.com/akakeigo2020/CIKM-Applied_Research-2150
TECH,https://github.com/wenchieh/catchcore
TECH,https://github.com/Jorgencr/Alternative-and-Responsible-Investments/blob/master/Final_masterfile.ipynb
TECH,https://github.com/firmai/financial-machine-learning/wiki/factor_and_risk_analysis
TECH,https://github.com/girafe-ai/ml-mipt
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(44
TECH,https://github.com/manjunath5496/Awesome-Fraud-Detection-Research-Papers/blob/master/frd(11
TECH,https://github.com/hpnhxxwn/Google-Finance-Stock-Data-Analysis
TECH,https://github.com/Yorko/mlcourse.ai
