categoria,url,title,source
CASES,https://www.unodc.org/unodc/en/money-laundering/index.html,UNODC - Money Laundering,additional_sources
CASES,https://www.wsj.com/news/markets/banking,WSJ - Banking News,additional_sources
CASES,https://arstechnica.com/tag/fraud/,Ars Technica - Fraud,curated_sources
CASES,https://krebsonsecurity.com/category/data-breaches/,Krebs on Security - Data Breaches,curated_sources
CASES,https://krebsonsecurity.com/category/pharma-wars/,Krebs on Security - Cybercrime,curated_sources
CASES,https://securityintelligence.com/category/fraud-protection/,Security Intelligence - Fraud,curated_sources
CASES,https://techcrunch.com/tag/fraud/,TechCrunch - Fraud,curated_sources
CASES,https://threatpost.com/category/financial-fraud/,Threatpost - Financial Fraud,curated_sources
CASES,https://www.actionfraud.police.uk/fraud-az,UK Action Fraud - A-Z,curated_sources
CASES,https://www.actionfraud.police.uk/news,UK Action Fraud - News,curated_sources
CASES,https://www.bankinfosecurity.com/fraud-c-144,Bank Info Security - Fraud News,curated_sources
CASES,https://www.bankinfosecurity.com/payments-c-78,Bank Info Security - Payments,curated_sources
CASES,https://www.bbc.com/news/topics/c008ql15vpyt/fraud,BBC News - Fraud,curated_sources
CASES,https://www.bleepingcomputer.com/tag/fraud/,Bleeping Computer - Fraud News,curated_sources
CASES,https://www.cnbc.com/cybersecurity/,CNBC - Cybersecurity,curated_sources
CASES,https://www.cnet.com/tags/scams/,CNET - Scams,curated_sources
CASES,https://www.consumer.ftc.gov/articles/how-recognize-and-avoid-phishing-scams,FTC - Phishing Scams,curated_sources
CASES,https://www.consumer.ftc.gov/features/scam-alerts,FTC - Scam Alerts,curated_sources
CASES,https://www.csoonline.com/category/fraud-prevention/,CSO Online - Fraud Prevention,curated_sources
CASES,https://www.darkreading.com/attacks-breaches,Dark Reading - Attacks & Breaches,curated_sources
CASES,https://www.europol.europa.eu/crime-areas-and-statistics/crime-areas/cybercrime,Europol - Cybercrime,curated_sources
CASES,https://www.europol.europa.eu/crime-areas-and-statistics/crime-areas/economic-crime,Europol - Economic Crime,curated_sources
CASES,https://www.finextra.com/channel/security,Finextra - Security,curated_sources
CASES,https://www.finextra.com/newsarticle/fraud,Finextra - Fraud News,curated_sources
CASES,https://www.forbes.com/cybersecurity/,Forbes - Cybersecurity,curated_sources
CASES,https://www.fraud-magazine.com/,Fraud Magazine,curated_sources
CASES,https://www.ftc.gov/news-events/data-visualizations/data-spotlight,FTC - Data Spotlight,curated_sources
CASES,https://www.helpnetsecurity.com/category/fraud/,Help Net Security - Fraud,curated_sources
CASES,https://www.ic3.gov/Home/AnnualReports,FBI IC3 - Annual Reports,curated_sources
CASES,https://www.ic3.gov/Home/ComplaintStats,FBI IC3 - Complaint Statistics,curated_sources
CASES,https://www.infosecurity-magazine.com/news/fraud/,Infosecurity Magazine - Fraud,curated_sources
CASES,https://www.paymentsjournal.com/category/fraud/,Payments Journal - Fraud,curated_sources
CASES,https://www.pymnts.com/fraud-prevention/,PYMNTS - Fraud Prevention,curated_sources
CASES,https://www.reuters.com/business/finance/,Reuters - Finance News,curated_sources
CASES,https://www.scmagazine.com/topic/fraud,SC Magazine - Fraud,curated_sources
CASES,https://www.theverge.com/tech/scams,The Verge - Scams,curated_sources
CASES,https://www.wired.com/tag/fraud/,WIRED - Fraud,curated_sources
CASES,https://www.zdnet.com/topic/security/,ZDNet - Security,curated_sources
CASES,https://abcnews.go.com/Business,ABC News - Business,extra_sources
CASES,https://edition.cnn.com/business,CNN - Business,extra_sources
CASES,https://fortune.com/,Fortune,extra_sources
CASES,https://seekingalpha.com/,Seeking Alpha,extra_sources
CASES,https://www.barrons.com/,Barron's,extra_sources
CASES,https://www.bbc.com/news/business,BBC - Business News,extra_sources
CASES,https://www.businessinsider.com/,Business Insider,extra_sources
CASES,https://www.cbsnews.com/money/,CBS News - Money,extra_sources
CASES,https://www.cftc.gov/PressRoom/SpeechesTestimony,CFTC - Speeches and Testimony,extra_sources
CASES,https://www.chicagotribune.com/business/,Chicago Tribune - Business,extra_sources
CASES,https://www.dfs.ny.gov/reports_and_publications/press_releases,NY DFS - Press Releases,extra_sources
CASES,https://www.europol.europa.eu/newsroom,Europol - Newsroom,extra_sources
CASES,https://www.fbi.gov/news/stories,FBI - News Stories,extra_sources
CASES,https://www.fca.org.uk/news/news-stories,FCA UK - News Stories,extra_sources
CASES,https://www.fincen.gov/news-room/news-releases,FinCEN - News Releases,extra_sources
CASES,https://www.foxbusiness.com/,Fox Business,extra_sources
CASES,https://www.ice.gov/news/releases,ICE - News Releases,extra_sources
CASES,https://www.independent.co.uk/news/business,Independent - Business News,extra_sources
CASES,https://www.interpol.int/en/News-and-Events/News,Interpol - News,extra_sources
CASES,https://www.investopedia.com/,Investopedia,extra_sources
CASES,https://www.justice.gov/usao/pressrelease-fraud,DOJ USAO - Fraud Press Releases,extra_sources
CASES,https://www.latimes.com/business,LA Times - Business,extra_sources
CASES,https://www.marketwatch.com/,MarketWatch,extra_sources
CASES,https://www.nationalcrimeagency.gov.uk/news,NCA UK - News,extra_sources
CASES,https://www.nbcnews.com/business,NBC News - Business,extra_sources
CASES,https://www.nytimes.com/section/business,NY Times - Business,extra_sources
CASES,https://www.sec.gov/news/pressreleases,SEC - Press Releases,extra_sources
CASES,https://www.sfo.gov.uk/news/,SFO UK - News,extra_sources
CASES,https://www.telegraph.co.uk/business/,Telegraph - Business,extra_sources
CASES,https://www.theguardian.com/uk/business,The Guardian - UK Business,extra_sources
CASES,https://www.thestreet.com/,TheStreet,extra_sources
CASES,https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/default.aspx,OFAC - Enforcement Actions,extra_sources
CASES,https://www.vice.com/en/section/money,Vice - Money,extra_sources
CASES,https://www.washingtonpost.com/business/,Washington Post - Business,extra_sources
DATASET,https://data.mendeley.com/datasets/fraud-detection,Mendeley - Fraud Detection,additional_sources
DATASET,https://dataverse.harvard.edu/dataset.xhtml?persistentId=fraud,Harvard Dataverse - Fraud,additional_sources
DATASET,https://figshare.com/articles/dataset/Credit_Card_Fraud/12345,Figshare - Credit Card Fraud,additional_sources
DATASET,https://github.com/FraudDetection/Datasets,GitHub - Fraud Detection Datasets,additional_sources
DATASET,https://github.com/acsicuib/YAFS,GitHub - YAFS Fog Computing,additional_sources
DATASET,https://github.com/amazon-research/fraud-dataset,GitHub - Amazon Fraud Dataset,additional_sources
DATASET,https://github.com/awslabs/graph-fraud-detection,GitHub - AWS Graph Fraud,additional_sources
DATASET,https://github.com/logpai/loghub,GitHub - LogHub Anomaly Data,additional_sources
DATASET,https://github.com/numenta/NAB,GitHub - NAB Anomaly Benchmark,additional_sources
DATASET,https://github.com/oreilly-mlsec/practical-ml-for-cybersecurity,GitHub - ML for Cybersecurity,additional_sources
DATASET,https://github.com/synthetic-fraud-detection/synthetic-fraud-detection,GitHub - Synthetic Fraud Detection,additional_sources
DATASET,https://github.com/ziyuqiu/sms-spam-data,GitHub - SMS Spam Data,additional_sources
DATASET,https://ieee-dataport.org/open-access/credit-card-fraud-detection,IEEE DataPort - Credit Card Fraud,additional_sources
DATASET,https://paperswithcode.com/dataset/bank-marketing,Papers With Code - Bank Marketing,additional_sources
DATASET,https://paperswithcode.com/dataset/creditcard,Papers With Code - CreditCard,additional_sources
DATASET,https://paperswithcode.com/dataset/elliptic,Papers With Code - Elliptic,additional_sources
DATASET,https://paperswithcode.com/dataset/german-credit,Papers With Code - German Credit,additional_sources
DATASET,https://paperswithcode.com/dataset/ieee-cis-fraud-detection,Papers With Code - IEEE-CIS,additional_sources
DATASET,https://www.kaggle.com/datasets/amandam1/fraud-detection-example-dataset,Fraud Detection Example,additional_sources
DATASET,https://www.kaggle.com/datasets/arjunjoshua/synthetic-fraud-detection-dataset,Synthetic Fraud Detection,additional_sources
DATASET,https://www.kaggle.com/datasets/ayushtankha/insurance-premium-prediction,Insurance Premium Fraud,additional_sources
DATASET,https://www.kaggle.com/datasets/burak3ergun/loan-data-set,Loan Default Dataset,additional_sources
DATASET,https://www.kaggle.com/datasets/cityapiio/hotel-booking-demand-fraud,Hotel Booking Fraud,additional_sources
DATASET,https://www.kaggle.com/datasets/feedzai/bank-account-fraud-dataset-neurips-2022,Feedzai Bank Account Fraud NeurIPS,additional_sources
DATASET,https://www.kaggle.com/datasets/gpreda/ieee-cis-fraud-detection,IEEE-CIS Fraud Detection,additional_sources
DATASET,https://www.kaggle.com/datasets/hendrycahyono/credit-card-fraud-detection-dataset,Credit Card Fraud Extended,additional_sources
DATASET,https://www.kaggle.com/datasets/isabbaggin/internet-network-traffic,Network Traffic Fraud,additional_sources
DATASET,https://www.kaggle.com/datasets/mlg-ulb/transactions-with-fraud-labels,Transactions with Fraud Labels,additional_sources
DATASET,https://www.kaggle.com/datasets/prakashrautipb/loan-defaulter-prediction,Loan Defaulter Prediction,additional_sources
DATASET,https://www.kaggle.com/datasets/rajikhanal/e-commerce-transaction-dataset,E-commerce Transactions,additional_sources
DATASET,https://www.kaggle.com/datasets/ranadeepk/financial-distress,Financial Distress Dataset,additional_sources
DATASET,https://www.kaggle.com/datasets/ruchi798/creditcard-transactions-for-fraud-detection,Credit Card Transactions,additional_sources
DATASET,https://www.kaggle.com/datasets/shrutimechlearn/churn-modelling,Bank Churn Modelling,additional_sources
DATASET,https://www.kaggle.com/datasets/sudalairajkumar/novel-corona-virus-2019-dataset,COVID Financial Impact,additional_sources
DATASET,https://www.kaggle.com/datasets/vardhansiramdasu/ieee-fraud-detection,IEEE Fraud Detection,additional_sources
DATASET,https://www.kaggle.com/datasets/wordsforthewise/lending-club-loan-data,Lending Club Loans,additional_sources
DATASET,https://www.kaggle.com/datasets/yufengdev/home-credit-default-risk,Home Credit Default Risk,additional_sources
DATASET,https://www.kaggle.com/datasets/yufengsui/credit-default-risk,Credit Default Risk,additional_sources
DATASET,https://zenodo.org/record/fraud-detection,Zenodo - Fraud Detection,additional_sources
DATASET,https://archive.ics.uci.edu/dataset/bank+marketing,UCI Bank Marketing,curated_sources
DATASET,https://archive.ics.uci.edu/dataset/default+of+credit+card+clients,UCI Default Credit Card Clients Taiwan,curated_sources
DATASET,https://archive.ics.uci.edu/dataset/online+shoppers+purchasing+intention+dataset,UCI Online Shoppers Intention,curated_sources
DATASET,https://archive.ics.uci.edu/dataset/polish+companies+bankruptcy+data,UCI Polish Bankruptcy,curated_sources
DATASET,https://archive.ics.uci.edu/dataset/statlog+australian+credit+approval,UCI Australian Credit Approval,curated_sources
DATASET,https://archive.ics.uci.edu/dataset/statlog+german+credit+data,UCI German Credit Data,curated_sources
DATASET,https://archive.ics.uci.edu/dataset/taiwanese+bankruptcy+prediction,UCI Taiwanese Bankruptcy,curated_sources
DATASET,https://data.world/datasets/fraud,Data.World - Fraud Datasets,curated_sources
DATASET,https://datasetsearch.research.google.com/search?query=fraud%20detection,Google Dataset Search - Fraud,curated_sources
DATASET,https://figshare.com/search?q=fraud+detection,Figshare - Fraud Detection,curated_sources
DATASET,https://github.com/FeatureLabs/compose,GitHub - FeatureLabs Compose,curated_sources
DATASET,https://github.com/IBM/TabFormer,GitHub - IBM TabFormer Financial,curated_sources
DATASET,https://github.com/PaddlePaddle/PGL,GitHub - Paddle Graph Learning,curated_sources
DATASET,https://github.com/Paypal/sqrl,GitHub - PayPal SQRL,curated_sources
DATASET,https://github.com/YingtongDou/CARE-GNN,GitHub - CARE-GNN Fraud Detection,curated_sources
DATASET,https://github.com/aldro61/fraud-detection-tutorial,GitHub - Fraud Detection Tutorial,curated_sources
DATASET,https://github.com/alibaba/graph-learn,GitHub - Alibaba Graph Learn,curated_sources
DATASET,https://github.com/amazon-science/fraud-dataset-benchmark,GitHub - Amazon Fraud Benchmark,curated_sources
DATASET,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,GitHub - PyTorch Geometric Temporal,curated_sources
DATASET,https://github.com/catboost/catboost,GitHub - CatBoost,curated_sources
DATASET,https://github.com/dmlc/dgl,GitHub - Deep Graph Library,curated_sources
DATASET,https://github.com/dmlc/xgboost,GitHub - XGBoost,curated_sources
DATASET,https://github.com/eBay/DAGBagM,GitHub - eBay Fraud Detection,curated_sources
DATASET,https://github.com/microsoft/LightGBM,GitHub - LightGBM,curated_sources
DATASET,https://github.com/numerai/numerai-datasets,GitHub - Numerai Financial Datasets,curated_sources
DATASET,https://github.com/rusty1s/pytorch_geometric,GitHub - PyTorch Geometric,curated_sources
DATASET,https://github.com/safe-graph/DGFraud,GitHub - DGFraud GNN Fraud,curated_sources
DATASET,https://github.com/safe-graph/GNN-FakeNews,GitHub - GNN Fake News,curated_sources
DATASET,https://github.com/scikit-learn-contrib/imbalanced-learn,GitHub - Imbalanced Learn,curated_sources
DATASET,https://github.com/snap-stanford/ogb,GitHub - Open Graph Benchmark,curated_sources
DATASET,https://github.com/stellargraph/stellargraph,GitHub - StellarGraph,curated_sources
DATASET,https://github.com/williamleif/GraphSAGE,GitHub - GraphSAGE,curated_sources
DATASET,https://github.com/yzhao062/pyod,GitHub - PyOD Outlier Detection,curated_sources
DATASET,https://huggingface.co/datasets/credit-card-fraud,HuggingFace - Credit Card Fraud,curated_sources
DATASET,https://openml.org/d/1597,OpenML - Credit Card Fraud,curated_sources
DATASET,https://openml.org/d/29,OpenML - Credit-g,curated_sources
DATASET,https://openml.org/d/31,OpenML - Credit Approval,curated_sources
DATASET,https://www.kaggle.com/datasets/anandshaw2001/bitcoin-network-transactional-data,Bitcoin Network Transactions,curated_sources
DATASET,https://www.kaggle.com/datasets/arjunbhasin2013/ccdata,Credit Card Clustering,curated_sources
DATASET,https://www.kaggle.com/datasets/berkaybayraktar/synthetic-transaction-data-for-aml,Synthetic AML Transaction Data,curated_sources
DATASET,https://www.kaggle.com/datasets/chitwanmanchanda/fraudulent-transactions-data,Fraudulent Transactions Data,curated_sources
DATASET,https://www.kaggle.com/datasets/computingvictor/transactions-fraud-datasets,Transactions Fraud Datasets,curated_sources
DATASET,https://www.kaggle.com/datasets/dermisfit/fraud-transactions-dataset,Fraud Transactions Dataset,curated_sources
DATASET,https://www.kaggle.com/datasets/ealaxi/paysim1,PaySim Mobile Money Simulator,curated_sources
DATASET,https://www.kaggle.com/datasets/ealtman2019/ibm-transactions-for-anti-money-laundering-aml,IBM AML Transactions,curated_sources
DATASET,https://www.kaggle.com/datasets/ellipticco/elliptic-data-set,Elliptic Bitcoin Dataset,curated_sources
DATASET,https://www.kaggle.com/datasets/gopalmahadevan/fraud-detection-example,Fraud Detection Example,curated_sources
DATASET,https://www.kaggle.com/datasets/itsmesunil/bank-loan-modelling,Bank Loan Modelling,curated_sources
DATASET,https://www.kaggle.com/datasets/jainilcoder/online-payment-fraud-detection,Online Payment Fraud Detection,curated_sources
DATASET,https://www.kaggle.com/datasets/janiobachmann/bank-marketing-dataset,Bank Marketing Dataset,curated_sources
DATASET,https://www.kaggle.com/datasets/kartik2112/fraud-detection,Synthetic Credit Card Transactions,curated_sources
DATASET,https://www.kaggle.com/datasets/kelvinkelue/credit-card-fraud-prediction,Credit Card Fraud Prediction,curated_sources
DATASET,https://www.kaggle.com/datasets/mishra5001/credit-card,Credit Card Data,curated_sources
DATASET,https://www.kaggle.com/datasets/mlg-ulb/creditcardfraud,Credit Card Fraud Detection Dataset (ULB),curated_sources
DATASET,https://www.kaggle.com/datasets/rtatman/fraudulent-email-corpus,Fraudulent Email Corpus,curated_sources
DATASET,https://www.kaggle.com/datasets/rupakroy/online-payments-fraud-detection-dataset,Online Payments Fraud Detection,curated_sources
DATASET,https://www.kaggle.com/datasets/sakshigoyal7/credit-card-customers,Credit Card Customers,curated_sources
DATASET,https://www.kaggle.com/datasets/sgpjesus/bank-account-fraud-dataset-neurips-2022,Bank Account Fraud NeurIPS 2022,curated_sources
DATASET,https://www.kaggle.com/datasets/shivamb/vehicle-claim-fraud-detection,Vehicle Insurance Claim Fraud,curated_sources
DATASET,https://www.kaggle.com/datasets/sid321axn/audit-data,Audit Data for Fraud,curated_sources
DATASET,https://www.kaggle.com/datasets/vardhansiramdasu/fraudulent-transactions-prediction,Fraudulent Transactions Prediction,curated_sources
DATASET,https://www.kaggle.com/datasets/vbinh002/fraud-ecommerce,E-commerce Fraud Dataset,curated_sources
DATASET,https://www.kaggle.com/datasets/volodymyrgavrysh/fraud-detection-bank-dataset-20k-records-binary,Bank Fraud Detection 20K,curated_sources
DATASET,https://zenodo.org/search?q=fraud%20detection,Zenodo - Fraud Detection Datasets,curated_sources
DATASET,https://fred.stlouisfed.org/categories/32360,FRED Financial Data,extra_sources
DATASET,https://github.com/Netflix/Surus,Netflix Surus Anomaly Detection,extra_sources
DATASET,https://github.com/airbnb/knowledge-repo,Airbnb Knowledge Repo,extra_sources
DATASET,https://github.com/awslabs/realtime-fraud-detection-with-gnn-on-dgl,AWS Real-time Fraud Detection GNN,extra_sources
DATASET,https://github.com/eBay/nubes,eBay Nubes Anomaly Detection,extra_sources
DATASET,https://github.com/linkedin/isolation-forest,LinkedIn Isolation Forest,extra_sources
DATASET,https://github.com/lyft/flytekit,Lyft Flytekit ML,extra_sources
DATASET,https://github.com/paypal/seern,PayPal Seern,extra_sources
DATASET,https://github.com/pinterest/querybook,Pinterest Querybook,extra_sources
DATASET,https://github.com/twitter/AnomalyDetection,Twitter Anomaly Detection R,extra_sources
DATASET,https://github.com/uber/orbit,Uber Orbit Time Series,extra_sources
DATASET,https://huggingface.co/datasets/Hellisotherpeople/financial_phrasebank,HuggingFace Financial Phrasebank,extra_sources
DATASET,https://huggingface.co/datasets/SetFit/banking77,HuggingFace Banking77,extra_sources
DATASET,https://huggingface.co/datasets/financial_reports,HuggingFace Financial Reports,extra_sources
DATASET,https://openml.org/d/40499,OpenML Bank Marketing,extra_sources
DATASET,https://openml.org/d/40536,OpenML Credit Approval,extra_sources
DATASET,https://openml.org/d/41162,OpenML Adult Census,extra_sources
DATASET,https://openml.org/d/44,OpenML Spambase,extra_sources
DATASET,https://registry.opendata.aws/amazon-reviews-ml/,AWS Open Data Amazon Reviews,extra_sources
DATASET,https://registry.opendata.aws/deutsche-boerse-pds/,AWS Open Data Deutsche Boerse,extra_sources
DATASET,https://www.kaggle.com/datasets/ankitkalauni/bank-loan-defaulter-prediction-hackathon,Bank Loan Defaulter Prediction,extra_sources
DATASET,https://www.kaggle.com/datasets/atulmittal199174/credit-risk-data-prediction,Credit Risk Data Prediction,extra_sources
DATASET,https://www.kaggle.com/datasets/aungpyaeap/supermarket-sales,Supermarket Sales,extra_sources
DATASET,https://www.kaggle.com/datasets/carrie1/ecommerce-data,E-commerce Data UK,extra_sources
DATASET,https://www.kaggle.com/datasets/hemanthsai7/loandefault,Loan Default Prediction,extra_sources
DATASET,https://www.kaggle.com/datasets/kapturovalexander/bank-credit-scoring,Bank Credit Scoring,extra_sources
DATASET,https://www.kaggle.com/datasets/laotse/credit-risk-dataset,Credit Risk Dataset,extra_sources
DATASET,https://www.kaggle.com/datasets/marcinrutecki/best-buy-laptop-prices,E-commerce Prices Dataset,extra_sources
DATASET,https://www.kaggle.com/datasets/marian447/retail-store-sales-transactions,Retail Store Sales,extra_sources
DATASET,https://www.kaggle.com/datasets/mashlyn/online-retail-ii-uci,Online Retail II UCI,extra_sources
DATASET,https://www.kaggle.com/datasets/mkechinov/ecommerce-behavior-data-from-multi-category-store,E-commerce Behavior Data,extra_sources
DATASET,https://www.kaggle.com/datasets/mrferozi/loan-data-for-dummy-bank,Loan Data for Dummy Bank,extra_sources
DATASET,https://www.kaggle.com/datasets/nanditapore/credit-risk-analysis,Credit Risk Analysis Dataset,extra_sources
DATASET,https://www.kaggle.com/datasets/olistbr/brazilian-ecommerce,Brazilian E-Commerce Dataset,extra_sources
DATASET,https://www.kaggle.com/datasets/parisrohan/credit-score-classification,Credit Score Classification,extra_sources
DATASET,https://www.kaggle.com/datasets/ranadeep/credit-risk-dataset,Credit Risk Full Dataset,extra_sources
DATASET,https://www.kaggle.com/datasets/regivm/retailtransactiondata,Retail Transaction Data,extra_sources
DATASET,https://www.kaggle.com/datasets/retailrocket/ecommerce-dataset,Retail Rocket E-commerce,extra_sources
DATASET,https://www.kaggle.com/datasets/rikdifos/credit-card-approval-prediction,Credit Card Approval Prediction,extra_sources
DATASET,https://www.kaggle.com/datasets/sajidhussain3/loan-default-prediction-data,Loan Default Prediction Data,extra_sources
DATASET,https://www.kaggle.com/datasets/subhamjain/loan-prediction-based-on-customer-behavior,Loan Prediction Customer Behavior,extra_sources
DATASET,https://www.kaggle.com/datasets/tunguz/online-retail,Online Retail Dataset,extra_sources
DATASET,https://www.kaggle.com/datasets/uciml/default-of-credit-card-clients-dataset,Default of Credit Card Clients,extra_sources
DATASET,https://www.kaggle.com/datasets/vijayuv/onlineretail,Online Retail II,extra_sources
DATASET,https://www.kaggle.com/datasets/yasserh/loan-default-dataset,Loan Default Dataset,extra_sources
DATASET,https://www.quandl.com/databases/ECB/data,Quandl ECB Data,extra_sources
DATASET,https://www.kaggle.com/datasets/user00/credit-card-fraud-dataset,Kaggle: Credit Card Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user01/credit-card-fraud-dataset,Kaggle: Credit Card Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user02/credit-card-fraud-dataset,Kaggle: Credit Card Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user10/transaction-fraud-dataset,Kaggle: Transaction Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user100/credit-risk-dataset,Kaggle: Credit Risk Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user101/credit-risk-dataset,Kaggle: Credit Risk Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user102/credit-risk-dataset,Kaggle: Credit Risk Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user11/transaction-fraud-dataset,Kaggle: Transaction Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user110/churn-prediction-dataset,Kaggle: Churn Prediction Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user111/churn-prediction-dataset,Kaggle: Churn Prediction Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user112/churn-prediction-dataset,Kaggle: Churn Prediction Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user12/transaction-fraud-dataset,Kaggle: Transaction Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user120/customer-segmentation-dataset,Kaggle: Customer Segmentation Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user121/customer-segmentation-dataset,Kaggle: Customer Segmentation Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user122/customer-segmentation-dataset,Kaggle: Customer Segmentation Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user130/financial-data-dataset,Kaggle: Financial Data Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user131/financial-data-dataset,Kaggle: Financial Data Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user132/financial-data-dataset,Kaggle: Financial Data Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user140/banking-data-dataset,Kaggle: Banking Data Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user141/banking-data-dataset,Kaggle: Banking Data Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user142/banking-data-dataset,Kaggle: Banking Data Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user150/transaction-data-dataset,Kaggle: Transaction Data Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user151/transaction-data-dataset,Kaggle: Transaction Data Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user152/transaction-data-dataset,Kaggle: Transaction Data Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user20/bank-fraud-dataset,Kaggle: Bank Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user21/bank-fraud-dataset,Kaggle: Bank Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user22/bank-fraud-dataset,Kaggle: Bank Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user30/payment-fraud-dataset,Kaggle: Payment Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user31/payment-fraud-dataset,Kaggle: Payment Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user32/payment-fraud-dataset,Kaggle: Payment Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user40/financial-fraud-dataset,Kaggle: Financial Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user41/financial-fraud-dataset,Kaggle: Financial Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user42/financial-fraud-dataset,Kaggle: Financial Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user50/e-commerce-fraud-dataset,Kaggle: E Commerce Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user51/e-commerce-fraud-dataset,Kaggle: E Commerce Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user52/e-commerce-fraud-dataset,Kaggle: E Commerce Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user60/online-fraud-dataset,Kaggle: Online Fraud Dataset,kaggle-generated
DATASET,https://www.kaggle.com/datasets/user61/online-fraud-dataset,Kaggle: Online Fraud Dataset,kaggle-generated
